entity_id	business_name	business_address	country	name_norm	address_norm	country_norm	name_tokens	address_tokens	name_char_ngrams	address_char_ngrams	source
S3-195035786	#orbancealtisource	##325 Enchanted Forest Rd, Seeley Lake, Montana	US	orbancealtisource	325 enchanted forest rd seeley lake montana	us	"[""orbancealtisource""]"	"[""325"",""enchanted"",""forest"",""rd"",""seeley"",""lake"",""montana""]"	"[""^or"",""orb"",""rba"",""ban"",""anc"",""nce"",""cea"",""eal"",""alt"",""lti"",""tis"",""iso"",""sou"",""our"",""urc"",""rce"",""ce$""]"	"[""^32"",""325"",""25 "",""5 e"","" en"",""enc"",""nch"",""cha"",""han"",""ant"",""nte"",""ted"",""ed "",""d f"","" fo"",""for"",""ore"",""res"",""est"",""st "",""t r"","" rd"",""rd "",""d s"","" se"",""see"",""eel"",""ele"",""ley"",""ey "",""y l"","" la"",""lak"",""ake"",""ke "",""e m"","" mo"",""mon"",""ont"",""nta"",""tan"",""ana"",""na$""]"	S3
S3-195093887	Hawkins Shore of Weatherford-Inc.	2420 O'Connor Ran Dr, Weatherford, Fl 0, Texas	US	hawkins shore of weatherford inc	2420 o connor ran dr weatherford fl 0 texas	us	"[""hawkins"",""shore"",""of"",""weatherford"",""inc""]"	"[""2420"",""o"",""connor"",""ran"",""dr"",""weatherford"",""fl"",""0"",""texas""]"	"[""^ha"",""haw"",""awk"",""wki"",""kin"",""ins"",""ns "",""s s"","" sh"",""sho"",""hor"",""ore"",""re "",""e o"","" of"",""of "",""f w"","" we"",""wea"",""eat"",""ath"",""the"",""her"",""erf"",""rfo"",""for"",""ord"",""rd "",""d i"","" in"",""inc"",""nc$""]"	"[""^24"",""242"",""420"",""20 "",""0 o"","" o "",""o c"","" co"",""con"",""onn"",""nno"",""nor"",""or "",""r r"","" ra"",""ran"",""an "",""n d"","" dr"",""dr "",""r w"","" we"",""wea"",""eat"",""ath"",""the"",""her"",""erf"",""rfo"",""for"",""ord"",""rd "",""d f"","" fl"",""fl "",""l 0"","" 0 "",""0 t"","" te"",""tex"",""exa"",""xas"",""as$""]"	S3
S3-195094009	Sp Direct Disciplined Llc	Maryland, Oakland, 2745 Oakland Sang Run Rd	US	sp direct disciplined llc	maryland oakland 2745 oakland sang run road	us	"[""sp"",""direct"",""disciplined"",""llc""]"	"[""maryland"",""oakland"",""2745"",""oakland"",""sang"",""run"",""road""]"	"[""^sp"",""sp "",""p d"","" di"",""dir"",""ire"",""rec"",""ect"",""ct "",""t d"","" di"",""dis"",""isc"",""sci"",""cip"",""ipl"",""pli"",""lin"",""ine"",""ned"",""ed "",""d l"","" ll"",""llc"",""lc$""]"	"[""^ma"",""mar"",""ary"",""ryl"",""yla"",""lan"",""and"",""nd "",""d o"","" oa"",""oak"",""akl"",""kla"",""lan"",""and"",""nd "",""d 2"","" 27"",""274"",""745"",""45 "",""5 o"","" oa"",""oak"",""akl"",""kla"",""lan"",""and"",""nd "",""d s"","" sa"",""san"",""ang"",""ng "",""g r"","" ru"",""run"",""un "",""n r"","" ro"",""roa"",""oad"",""ad$""]"	S3
S3-195558906	Wortham Scíentific LLC	Claybourne Ave, South Salt Lake City, Utah	US	wortham scíentific llc	claybourne ave south salt lake city utah	us	"[""wortham"",""scíentific"",""llc""]"	"[""claybourne"",""ave"",""south"",""salt"",""lake"",""city"",""utah""]"	"[""^wo"",""wor"",""ort"",""rth"",""tha"",""ham"",""am "",""m s"","" sc"",""scí"",""cíe"",""íen"",""ent"",""nti"",""tif"",""ifi"",""fic"",""ic "",""c l"","" ll"",""llc"",""lc$""]"	"[""^cl"",""cla"",""lay"",""ayb"",""ybo"",""bou"",""our"",""urn"",""rne"",""ne "",""e a"","" av"",""ave"",""ve "",""e s"","" so"",""sou"",""out"",""uth"",""th "",""h s"","" sa"",""sal"",""alt"",""lt "",""t l"","" la"",""lak"",""ake"",""ke "",""e c"","" ci"",""cit"",""ity"",""ty "",""y u"","" ut"",""uta"",""tah"",""ah$""]"	S3
S3-195619936	Craig's  Spa	3416 Kafka Road, Rio Rancho, New Mexico	US	craig s spa	3416 kafka road rio rancho new mexico	us	"[""craig"",""s"",""spa""]"	"[""3416"",""kafka"",""road"",""rio"",""rancho"",""new"",""mexico""]"	"[""^cr"",""cra"",""rai"",""aig"",""ig "",""g s"","" s "",""s s"","" sp"",""spa"",""pa$""]"	"[""^34"",""341"",""416"",""16 "",""6 k"","" ka"",""kaf"",""afk"",""fka"",""ka "",""a r"","" ro"",""roa"",""oad"",""ad "",""d r"","" ri"",""rio"",""io "",""o r"","" ra"",""ran"",""anc"",""nch"",""cho"",""ho "",""o n"","" ne"",""new"",""ew "",""w m"","" me"",""mex"",""exi"",""xic"",""ico"",""co$""]"	S3
S3-195918970	Ltd Agro Gwalior Resorts	D.no 15-9-262, Gowliguda, Hyderabad, TG	India	limited agro gwalior resorts	d no 15 9 262 gowliguda hyderabad tg	india	"[""limited"",""agro"",""gwalior"",""resorts""]"	"[""d"",""no"",""15"",""9"",""262"",""gowliguda"",""hyderabad"",""tg""]"	"[""^li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed "",""d a"","" ag"",""agr"",""gro"",""ro "",""o g"","" gw"",""gwa"",""wal"",""ali"",""lio"",""ior"",""or "",""r r"","" re"",""res"",""eso"",""sor"",""ort"",""rts"",""ts$""]"	"[""^d "",""d n"","" no"",""no "",""o 1"","" 15"",""15 "",""5 9"","" 9 "",""9 2"","" 26"",""262"",""62 "",""2 g"","" go"",""gow"",""owl"",""wli"",""lig"",""igu"",""gud"",""uda"",""da "",""a h"","" hy"",""hyd"",""yde"",""der"",""era"",""rab"",""aba"",""bad"",""ad "",""d t"","" tg"",""tg$""]"	S3
S3-196252682	Fortune Trading	Folor, Shree Shyam Motor, Near Ioc Petrol Pump Narnaul Road, Mahendragarh, HR	India	fortune trading	folor shree shyam motor near ioc petrol pump narnaul road mahendragarh hr	india	"[""fortune"",""trading""]"	"[""folor"",""shree"",""shyam"",""motor"",""near"",""ioc"",""petrol"",""pump"",""narnaul"",""road"",""mahendragarh"",""hr""]"	"[""^fo"",""for"",""ort"",""rtu"",""tun"",""une"",""ne "",""e t"","" tr"",""tra"",""rad"",""adi"",""din"",""ing"",""ng$""]"	"[""^fo"",""fol"",""olo"",""lor"",""or "",""r s"","" sh"",""shr"",""hre"",""ree"",""ee "",""e s"","" sh"",""shy"",""hya"",""yam"",""am "",""m m"","" mo"",""mot"",""oto"",""tor"",""or "",""r n"","" ne"",""nea"",""ear"",""ar "",""r i"","" io"",""ioc"",""oc "",""c p"","" pe"",""pet"",""etr"",""tro"",""rol"",""ol "",""l p"","" pu"",""pum"",""ump"",""mp "",""p n"","" na"",""nar"",""arn"",""rna"",""nau"",""aul"",""ul "",""l r"","" ro"",""roa"",""oad"",""ad "",""d m"","" ma"",""mah"",""ahe"",""hen"",""end"",""ndr"",""dra"",""rag"",""aga"",""gar"",""arh"",""rh "",""h h"","" hr"",""hr$""]"	S3
S3-196354912	Roblero Tri-State Enbridge, LLC	2 Monsignor Albert A. Jacobbe Rd, # 431, Boston, Massachusetts	US	roblero tri state enbridge llc	2 monsignor albert a jacobbe rd 431 boston massachusetts	us	"[""roblero"",""tri"",""state"",""enbridge"",""llc""]"	"[""2"",""monsignor"",""albert"",""a"",""jacobbe"",""rd"",""431"",""boston"",""massachusetts""]"	"[""^ro"",""rob"",""obl"",""ble"",""ler"",""ero"",""ro "",""o t"","" tr"",""tri"",""ri "",""i s"","" st"",""sta"",""tat"",""ate"",""te "",""e e"","" en"",""enb"",""nbr"",""bri"",""rid"",""idg"",""dge"",""ge "",""e l"","" ll"",""llc"",""lc$""]"	"[""^2 "",""2 m"","" mo"",""mon"",""ons"",""nsi"",""sig"",""ign"",""gno"",""nor"",""or "",""r a"","" al"",""alb"",""lbe"",""ber"",""ert"",""rt "",""t a"","" a "",""a j"","" ja"",""jac"",""aco"",""cob"",""obb"",""bbe"",""be "",""e r"","" rd"",""rd "",""d 4"","" 43"",""431"",""31 "",""1 b"","" bo"",""bos"",""ost"",""sto"",""ton"",""on "",""n m"","" ma"",""mas"",""ass"",""ssa"",""sac"",""ach"",""chu"",""hus"",""use"",""set"",""ett"",""tts"",""ts$""]"	S3
S3-196362105	ONCOLOGY CASCADE CENTER LLC	##3175 Deep Forest Drive, Pinetop, Arizona	US	oncology cascade center llc	3175 deep forest drive pinetop arizona	us	"[""oncology"",""cascade"",""center"",""llc""]"	"[""3175"",""deep"",""forest"",""drive"",""pinetop"",""arizona""]"	"[""^on"",""onc"",""nco"",""col"",""olo"",""log"",""ogy"",""gy "",""y c"","" ca"",""cas"",""asc"",""sca"",""cad"",""ade"",""de "",""e c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er "",""r l"","" ll"",""llc"",""lc$""]"	"[""^31"",""317"",""175"",""75 "",""5 d"","" de"",""dee"",""eep"",""ep "",""p f"","" fo"",""for"",""ore"",""res"",""est"",""st "",""t d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e p"","" pi"",""pin"",""ine"",""net"",""eto"",""top"",""op "",""p a"","" ar"",""ari"",""riz"",""izo"",""zon"",""ona"",""na$""]"	S3
S3-196471806	Big Lgosetas Limited	Hotel Emperor 1-0/345-B, Ambayathode, Thamarssery, Kozhikode, NULL, KL	India	big lgosetas limited	hotel emperor 1 0 345 b ambayathode thamarssery kozhikode null kl	india	"[""big"",""lgosetas"",""limited""]"	"[""hotel"",""emperor"",""1"",""0"",""345"",""b"",""ambayathode"",""thamarssery"",""kozhikode"",""null"",""kl""]"	"[""^bi"",""big"",""ig "",""g l"","" lg"",""lgo"",""gos"",""ose"",""set"",""eta"",""tas"",""as "",""s l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^ho"",""hot"",""ote"",""tel"",""el "",""l e"","" em"",""emp"",""mpe"",""per"",""ero"",""ror"",""or "",""r 1"","" 1 "",""1 0"","" 0 "",""0 3"","" 34"",""345"",""45 "",""5 b"","" b "",""b a"","" am"",""amb"",""mba"",""bay"",""aya"",""yat"",""ath"",""tho"",""hod"",""ode"",""de "",""e t"","" th"",""tha"",""ham"",""ama"",""mar"",""ars"",""rss"",""sse"",""ser"",""ery"",""ry "",""y k"","" ko"",""koz"",""ozh"",""zhi"",""hik"",""iko"",""kod"",""ode"",""de "",""e n"","" nu"",""nul"",""ull"",""ll "",""l k"","" kl"",""kl$""]"	S3
S3-19657102	Smt Vistar India Center Ltd	Santacruz (West), Mumbai, 2, MH	India	smt vistar india center limited	santacruz west mumbai 2 mh	india	"[""smt"",""vistar"",""india"",""center"",""limited""]"	"[""santacruz"",""west"",""mumbai"",""2"",""mh""]"	"[""^sm"",""smt"",""mt "",""t v"","" vi"",""vis"",""ist"",""sta"",""tar"",""ar "",""r i"","" in"",""ind"",""ndi"",""dia"",""ia "",""a c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er "",""r l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^sa"",""san"",""ant"",""nta"",""tac"",""acr"",""cru"",""ruz"",""uz "",""z w"","" we"",""wes"",""est"",""st "",""t m"","" mu"",""mum"",""umb"",""mba"",""bai"",""ai "",""i 2"","" 2 "",""2 m"","" mh"",""mh$""]"	S3
S3-196600168	Silver Finance Prívate Límited	Block E-940 Garden Reach Jetty-2 20 Garden Reach Road, Kolkata, WB	India	silver finance prívate límited	block e 940 garden reach jetty 2 20 garden reach road kolkata wb	india	"[""silver"",""finance"",""prívate"",""límited""]"	"[""block"",""e"",""940"",""garden"",""reach"",""jetty"",""2"",""20"",""garden"",""reach"",""road"",""kolkata"",""wb""]"	"[""^si"",""sil"",""ilv"",""lve"",""ver"",""er "",""r f"","" fi"",""fin"",""ina"",""nan"",""anc"",""nce"",""ce "",""e p"","" pr"",""prí"",""rív"",""íva"",""vat"",""ate"",""te "",""e l"","" lí"",""lím"",""ími"",""mit"",""ite"",""ted"",""ed$""]"	"[""^bl"",""blo"",""loc"",""ock"",""ck "",""k e"","" e "",""e 9"","" 94"",""940"",""40 "",""0 g"","" ga"",""gar"",""ard"",""rde"",""den"",""en "",""n r"","" re"",""rea"",""eac"",""ach"",""ch "",""h j"","" je"",""jet"",""ett"",""tty"",""ty "",""y 2"","" 2 "",""2 2"","" 20"",""20 "",""0 g"","" ga"",""gar"",""ard"",""rde"",""den"",""en "",""n r"","" re"",""rea"",""eac"",""ach"",""ch "",""h r"","" ro"",""roa"",""oad"",""ad "",""d k"","" ko"",""kol"",""olk"",""lka"",""kat"",""ata"",""ta "",""a w"","" wb"",""wb$""]"	S3
S3-196764206	Raex Capital Partners Llc	835 Quarry Rd, Jamestown, Ohio	US	raex capital partners llc	835 quarry rd jamestown ohio	us	"[""raex"",""capital"",""partners"",""llc""]"	"[""835"",""quarry"",""rd"",""jamestown"",""ohio""]"	"[""^ra"",""rae"",""aex"",""ex "",""x c"","" ca"",""cap"",""api"",""pit"",""ita"",""tal"",""al "",""l p"","" pa"",""par"",""art"",""rtn"",""tne"",""ner"",""ers"",""rs "",""s l"","" ll"",""llc"",""lc$""]"	"[""^83"",""835"",""35 "",""5 q"","" qu"",""qua"",""uar"",""arr"",""rry"",""ry "",""y r"","" rd"",""rd "",""d j"","" ja"",""jam"",""ame"",""mes"",""est"",""sto"",""tow"",""own"",""wn "",""n o"","" oh"",""ohi"",""hio"",""io$""]"	S3
S3-19685252	Coronado-Pacific	213 Fifteenth St, Ellendal Township, North Dakota	US	coronado pacific	213 fifteenth st ellendal township north dakota	us	"[""coronado"",""pacific""]"	"[""213"",""fifteenth"",""st"",""ellendal"",""township"",""north"",""dakota""]"	"[""^co"",""cor"",""oro"",""ron"",""ona"",""nad"",""ado"",""do "",""o p"","" pa"",""pac"",""aci"",""cif"",""ifi"",""fic"",""ic$""]"	"[""^21"",""213"",""13 "",""3 f"","" fi"",""fif"",""ift"",""fte"",""tee"",""een"",""ent"",""nth"",""th "",""h s"","" st"",""st "",""t e"","" el"",""ell"",""lle"",""len"",""end"",""nda"",""dal"",""al "",""l t"","" to"",""tow"",""own"",""wns"",""nsh"",""shi"",""hip"",""ip "",""p n"","" no"",""nor"",""ort"",""rth"",""th "",""h d"","" da"",""dak"",""ako"",""kot"",""ota"",""ta$""]"	S3
S3-196966604	Eydie Wallace Golden Agricultural Of Bedford Town Ltd	171 Oakwood St, Bedford, Virginia	US	eydie wallace golden agricultural of bedford town limited	171 oakwood st bedford virginia	us	"[""eydie"",""wallace"",""golden"",""agricultural"",""of"",""bedford"",""town"",""limited""]"	"[""171"",""oakwood"",""st"",""bedford"",""virginia""]"	"[""^ey"",""eyd"",""ydi"",""die"",""ie "",""e w"","" wa"",""wal"",""all"",""lla"",""lac"",""ace"",""ce "",""e g"","" go"",""gol"",""old"",""lde"",""den"",""en "",""n a"","" ag"",""agr"",""gri"",""ric"",""icu"",""cul"",""ult"",""ltu"",""tur"",""ura"",""ral"",""al "",""l o"","" of"",""of "",""f b"","" be"",""bed"",""edf"",""dfo"",""for"",""ord"",""rd "",""d t"","" to"",""tow"",""own"",""wn "",""n l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^17"",""171"",""71 "",""1 o"","" oa"",""oak"",""akw"",""kwo"",""woo"",""ood"",""od "",""d s"","" st"",""st "",""t b"","" be"",""bed"",""edf"",""dfo"",""for"",""ord"",""rd "",""d v"","" vi"",""vir"",""irg"",""rgi"",""gin"",""ini"",""nia"",""ia$""]"	S3
S3-197000044	Mac Infra  (India) Pvt Ltd		India	mac infra india private limited		india	"[""mac"",""infra"",""india"",""private"",""limited""]"	[]	"[""^ma"",""mac"",""ac "",""c i"","" in"",""inf"",""nfr"",""fra"",""ra "",""a i"","" in"",""ind"",""ndi"",""dia"",""ia "",""a p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	[]	S3
S3-19702432	Supreme Muniholdings	Terre Haute, 136 Hulman Street, Indiana	US	supreme muniholdings	terre haute 136 hulman street indiana	us	"[""supreme"",""muniholdings""]"	"[""terre"",""haute"",""136"",""hulman"",""street"",""indiana""]"	"[""^su"",""sup"",""upr"",""pre"",""rem"",""eme"",""me "",""e m"","" mu"",""mun"",""uni"",""nih"",""iho"",""hol"",""old"",""ldi"",""din"",""ing"",""ngs"",""gs$""]"	"[""^te"",""ter"",""err"",""rre"",""re "",""e h"","" ha"",""hau"",""aut"",""ute"",""te "",""e 1"","" 13"",""136"",""36 "",""6 h"","" hu"",""hul"",""ulm"",""lma"",""man"",""an "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t i"","" in"",""ind"",""ndi"",""dia"",""ian"",""ana"",""na$""]"	S3
S3-197087738	கிளாசிக் கன்சல்டன்ட்ஸ் பிரைவேட் லிமிடெட்	No.36, K.p.n.colony, 1St Street, Tirupur, Coimbatore, TN	India	க ள ச க கன சல டன ட ஸ ப ர வ ட ல ம ட ட	no 36 k p n colony 1st street tirupur coimbatore tn	india	"[""க"",""ள"",""ச"",""க"",""கன"",""சல"",""டன"",""ட"",""ஸ"",""ப"",""ர"",""வ"",""ட"",""ல"",""ம"",""ட"",""ட""]"	"[""no"",""36"",""k"",""p"",""n"",""colony"",""1st"",""street"",""tirupur"",""coimbatore"",""tn""]"	"[""^க "",""க ள"","" ள "",""ள ச"","" ச "",""ச க"","" க "",""க க"","" கன"",""கன "",""ன ச"","" சல"",""சல "",""ல ட"","" டன"",""டன "",""ன ட"","" ட "",""ட ஸ"","" ஸ "",""ஸ ப"","" ப "",""ப ர"","" ர "",""ர வ"","" வ "",""வ ட"","" ட "",""ட ல"","" ல "",""ல ம"","" ம "",""ம ட"","" ட "",""ட ட"","" ட$""]"	"[""^no"",""no "",""o 3"","" 36"",""36 "",""6 k"","" k "",""k p"","" p "",""p n"","" n "",""n c"","" co"",""col"",""olo"",""lon"",""ony"",""ny "",""y 1"","" 1s"",""1st"",""st "",""t s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t t"","" ti"",""tir"",""iru"",""rup"",""upu"",""pur"",""ur "",""r c"","" co"",""coi"",""oim"",""imb"",""mba"",""bat"",""ato"",""tor"",""ore"",""re "",""e t"","" tn"",""tn$""]"	S3
S3-197111707	Quovio d/b/a Ssk Beverages Co	Nanda Block, Mahavir Enclave, New Delhi, Delhi, Rz S-5- A G/F	India	quovio d b a ssk beverages company	nanda block mahavir enclave new delhi delhi rz s 5 a g f	india	"[""quovio"",""d"",""b"",""a"",""ssk"",""beverages"",""company""]"	"[""nanda"",""block"",""mahavir"",""enclave"",""new"",""delhi"",""delhi"",""rz"",""s"",""5"",""a"",""g"",""f""]"	"[""^qu"",""quo"",""uov"",""ovi"",""vio"",""io "",""o d"","" d "",""d b"","" b "",""b a"","" a "",""a s"","" ss"",""ssk"",""sk "",""k b"","" be"",""bev"",""eve"",""ver"",""era"",""rag"",""age"",""ges"",""es "",""s c"","" co"",""com"",""omp"",""mpa"",""pan"",""any"",""ny$""]"	"[""^na"",""nan"",""and"",""nda"",""da "",""a b"","" bl"",""blo"",""loc"",""ock"",""ck "",""k m"","" ma"",""mah"",""aha"",""hav"",""avi"",""vir"",""ir "",""r e"","" en"",""enc"",""ncl"",""cla"",""lav"",""ave"",""ve "",""e n"","" ne"",""new"",""ew "",""w d"","" de"",""del"",""elh"",""lhi"",""hi "",""i d"","" de"",""del"",""elh"",""lhi"",""hi "",""i r"","" rz"",""rz "",""z s"","" s "",""s 5"","" 5 "",""5 a"","" a "",""a g"","" g "",""g f"","" f$""]"	S3
S3-19762633	Boyd,  West & Viner Clough Corp	Ohio, 003566 Glenwood Place, Cincinnati	US	boyd west and viner clough corporation	ohio 003566 glenwood place cincinnati	us	"[""boyd"",""west"",""and"",""viner"",""clough"",""corporation""]"	"[""ohio"",""003566"",""glenwood"",""place"",""cincinnati""]"	"[""^bo"",""boy"",""oyd"",""yd "",""d w"","" we"",""wes"",""est"",""st "",""t a"","" an"",""and"",""nd "",""d v"","" vi"",""vin"",""ine"",""ner"",""er "",""r c"","" cl"",""clo"",""lou"",""oug"",""ugh"",""gh "",""h c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^oh"",""ohi"",""hio"",""io "",""o 0"","" 00"",""003"",""035"",""356"",""566"",""66 "",""6 g"","" gl"",""gle"",""len"",""enw"",""nwo"",""woo"",""ood"",""od "",""d p"","" pl"",""pla"",""lac"",""ace"",""ce "",""e c"","" ci"",""cin"",""inc"",""nci"",""cin"",""inn"",""nna"",""nat"",""ati"",""ti$""]"	S3
S3-197833285	Drexnyla fka Value Telecom Global	6505 Little Dove Drive, Pine Bluff, AR	US	drexnyla fka value telecom global	6505 little dove drive pine bluff ar	us	"[""drexnyla"",""fka"",""value"",""telecom"",""global""]"	"[""6505"",""little"",""dove"",""drive"",""pine"",""bluff"",""ar""]"	"[""^dr"",""dre"",""rex"",""exn"",""xny"",""nyl"",""yla"",""la "",""a f"","" fk"",""fka"",""ka "",""a v"","" va"",""val"",""alu"",""lue"",""ue "",""e t"","" te"",""tel"",""ele"",""lec"",""eco"",""com"",""om "",""m g"","" gl"",""glo"",""lob"",""oba"",""bal"",""al$""]"	"[""^65"",""650"",""505"",""05 "",""5 l"","" li"",""lit"",""itt"",""ttl"",""tle"",""le "",""e d"","" do"",""dov"",""ove"",""ve "",""e d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e p"","" pi"",""pin"",""ine"",""ne "",""e b"","" bl"",""blu"",""luf"",""uff"",""ff "",""f a"","" ar"",""ar$""]"	S3
S3-197883457	Jain Frst Industries Private Limited	Door No 86 Mg-13d, Greater Noida, Gautam Buddha Nagar, UP	India	jain frst industries private limited	door number 86 mg 13d greater noida gautam buddha nagar up	india	"[""jain"",""frst"",""industries"",""private"",""limited""]"	"[""door"",""number"",""86"",""mg"",""13d"",""greater"",""noida"",""gautam"",""buddha"",""nagar"",""up""]"	"[""^ja"",""jai"",""ain"",""in "",""n f"","" fr"",""frs"",""rst"",""st "",""t i"","" in"",""ind"",""ndu"",""dus"",""ust"",""str"",""tri"",""rie"",""ies"",""es "",""s p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^do"",""doo"",""oor"",""or "",""r n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r 8"","" 86"",""86 "",""6 m"","" mg"",""mg "",""g 1"","" 13"",""13d"",""3d "",""d g"","" gr"",""gre"",""rea"",""eat"",""ate"",""ter"",""er "",""r n"","" no"",""noi"",""oid"",""ida"",""da "",""a g"","" ga"",""gau"",""aut"",""uta"",""tam"",""am "",""m b"","" bu"",""bud"",""udd"",""ddh"",""dha"",""ha "",""a n"","" na"",""nag"",""aga"",""gar"",""ar "",""r u"","" up"",""up$""]"	S3
S3-197888194	Lyons Strategic Iron Works Llc	3712 Miranda Ave, Gillette, Wyoming	US	lyons strategic iron works llc	3712 miranda ave gillette wyoming	us	"[""lyons"",""strategic"",""iron"",""works"",""llc""]"	"[""3712"",""miranda"",""ave"",""gillette"",""wyoming""]"	"[""^ly"",""lyo"",""yon"",""ons"",""ns "",""s s"","" st"",""str"",""tra"",""rat"",""ate"",""teg"",""egi"",""gic"",""ic "",""c i"","" ir"",""iro"",""ron"",""on "",""n w"","" wo"",""wor"",""ork"",""rks"",""ks "",""s l"","" ll"",""llc"",""lc$""]"	"[""^37"",""371"",""712"",""12 "",""2 m"","" mi"",""mir"",""ira"",""ran"",""and"",""nda"",""da "",""a a"","" av"",""ave"",""ve "",""e g"","" gi"",""gil"",""ill"",""lle"",""let"",""ett"",""tte"",""te "",""e w"","" wy"",""wyo"",""yom"",""omi"",""min"",""ing"",""ng$""]"	S3
S3-197923160	Xylodrexzephx D.B.A. Safex Management	Amar Hill, Saki Vihar Road, Powai, Mumbai, Maharashtra	India	xylodrexzephx d b a safex management	amar hill saki vihar road powai mumbai maharashtra	india	"[""xylodrexzephx"",""d"",""b"",""a"",""safex"",""management""]"	"[""amar"",""hill"",""saki"",""vihar"",""road"",""powai"",""mumbai"",""maharashtra""]"	"[""^xy"",""xyl"",""ylo"",""lod"",""odr"",""dre"",""rex"",""exz"",""xze"",""zep"",""eph"",""phx"",""hx "",""x d"","" d "",""d b"","" b "",""b a"","" a "",""a s"","" sa"",""saf"",""afe"",""fex"",""ex "",""x m"","" ma"",""man"",""ana"",""nag"",""age"",""gem"",""eme"",""men"",""ent"",""nt$""]"	"[""^am"",""ama"",""mar"",""ar "",""r h"","" hi"",""hil"",""ill"",""ll "",""l s"","" sa"",""sak"",""aki"",""ki "",""i v"","" vi"",""vih"",""iha"",""har"",""ar "",""r r"","" ro"",""roa"",""oad"",""ad "",""d p"","" po"",""pow"",""owa"",""wai"",""ai "",""i m"","" mu"",""mum"",""umb"",""mba"",""bai"",""ai "",""i m"","" ma"",""mah"",""aha"",""har"",""ara"",""ras"",""ash"",""sht"",""htr"",""tra"",""ra$""]"	S3
S3-197968601	Howard Holdings	6318 1/2 Raven Street, Chicago, Illinois	US	howard holdings	6318 1 2 raven street chicago illinois	us	"[""howard"",""holdings""]"	"[""6318"",""1"",""2"",""raven"",""street"",""chicago"",""illinois""]"	"[""^ho"",""how"",""owa"",""war"",""ard"",""rd "",""d h"","" ho"",""hol"",""old"",""ldi"",""din"",""ing"",""ngs"",""gs$""]"	"[""^63"",""631"",""318"",""18 "",""8 1"","" 1 "",""1 2"","" 2 "",""2 r"","" ra"",""rav"",""ave"",""ven"",""en "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t c"","" ch"",""chi"",""hic"",""ica"",""cag"",""ago"",""go "",""o i"","" il"",""ill"",""lli"",""lin"",""ino"",""noi"",""ois"",""is$""]"	S3
S3-19801856	The Wood, Dawn, [D.C.]	Unit 512, Washington, 811 Fourth Staeet, District of Columbia	US	the wood dawn d c	unit 512 washington 811 fourth staeet district of columbia	us	"[""the"",""wood"",""dawn"",""d"",""c""]"	"[""unit"",""512"",""washington"",""811"",""fourth"",""staeet"",""district"",""of"",""columbia""]"	"[""^th"",""the"",""he "",""e w"","" wo"",""woo"",""ood"",""od "",""d d"","" da"",""daw"",""awn"",""wn "",""n d"","" d "",""d c"","" c$""]"	"[""^un"",""uni"",""nit"",""it "",""t 5"","" 51"",""512"",""12 "",""2 w"","" wa"",""was"",""ash"",""shi"",""hin"",""ing"",""ngt"",""gto"",""ton"",""on "",""n 8"","" 81"",""811"",""11 "",""1 f"","" fo"",""fou"",""our"",""urt"",""rth"",""th "",""h s"","" st"",""sta"",""tae"",""aee"",""eet"",""et "",""t d"","" di"",""dis"",""ist"",""str"",""tri"",""ric"",""ict"",""ct "",""t o"","" of"",""of "",""f c"","" co"",""col"",""olu"",""lum"",""umb"",""mbi"",""bia"",""ia$""]"	S3
