entity_id	business_name	business_address	country	name_norm	address_norm	country_norm	name_tokens	address_tokens	name_char_ngrams	address_char_ngrams	source
S2-267333196	Z/Z Vendrgoe Inc	STATE RTE 213, TIPTONVILLE, TN	US	z z vendrgoe incorporated	state rte 213 tiptonville tn	us	"[""z"",""z"",""vendrgoe"",""incorporated""]"	"[""state"",""rte"",""213"",""tiptonville"",""tn""]"	"[""^z "",""z z"","" z "",""z v"","" ve"",""ven"",""end"",""ndr"",""drg"",""rgo"",""goe"",""oe "",""e i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^st"",""sta"",""tat"",""ate"",""te "",""e r"","" rt"",""rte"",""te "",""e 2"","" 21"",""213"",""13 "",""3 t"","" ti"",""tip"",""ipt"",""pto"",""ton"",""onv"",""nvi"",""vil"",""ill"",""lle"",""le "",""e t"","" tn"",""tn$""]"	S2
S2-267339500	advika clinic pvt ltd		India	advika clinic private limited		india	"[""advika"",""clinic"",""private"",""limited""]"	[]	"[""^ad"",""adv"",""dvi"",""vik"",""ika"",""ka "",""a c"","" cl"",""cli"",""lin"",""ini"",""nic"",""ic "",""c p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	[]	S2
S2-26769586	bradydentalassociates.com	12365-D ENSLEY DR, FIHERS, IN	US	bradydentalassociates com	12365 d ensley dr fihers in	us	"[""bradydentalassociates"",""com""]"	"[""12365"",""d"",""ensley"",""dr"",""fihers"",""in""]"	"[""^br"",""bra"",""rad"",""ady"",""dyd"",""yde"",""den"",""ent"",""nta"",""tal"",""ala"",""las"",""ass"",""sso"",""soc"",""oci"",""cia"",""iat"",""ate"",""tes"",""es "",""s c"","" co"",""com"",""om$""]"	"[""^12"",""123"",""236"",""365"",""65 "",""5 d"","" d "",""d e"","" en"",""ens"",""nsl"",""sle"",""ley"",""ey "",""y d"","" dr"",""dr "",""r f"","" fi"",""fih"",""ihe"",""her"",""ers"",""rs "",""s i"","" in"",""in$""]"	S2
S2-267732908	Agl  Homes	#90 , FIRST FLOOR, DESHBANDHU CO OPERATIVE GROUP HOUSING SOCIETY, I.P. EXTN. PATPARGANJ, EAST DELHI, Delhi	India	agl homes	90 first floor deshbandhu co operative group housing society i p extn patparganj east delhi delhi	india	"[""agl"",""homes""]"	"[""90"",""first"",""floor"",""deshbandhu"",""co"",""operative"",""group"",""housing"",""society"",""i"",""p"",""extn"",""patparganj"",""east"",""delhi"",""delhi""]"	"[""^ag"",""agl"",""gl "",""l h"","" ho"",""hom"",""ome"",""mes"",""es$""]"	"[""^90"",""90 "",""0 f"","" fi"",""fir"",""irs"",""rst"",""st "",""t f"","" fl"",""flo"",""loo"",""oor"",""or "",""r d"","" de"",""des"",""esh"",""shb"",""hba"",""ban"",""and"",""ndh"",""dhu"",""hu "",""u c"","" co"",""co "",""o o"","" op"",""ope"",""per"",""era"",""rat"",""ati"",""tiv"",""ive"",""ve "",""e g"","" gr"",""gro"",""rou"",""oup"",""up "",""p h"","" ho"",""hou"",""ous"",""usi"",""sin"",""ing"",""ng "",""g s"","" so"",""soc"",""oci"",""cie"",""iet"",""ety"",""ty "",""y i"","" i "",""i p"","" p "",""p e"","" ex"",""ext"",""xtn"",""tn "",""n p"","" pa"",""pat"",""atp"",""tpa"",""par"",""arg"",""rga"",""gan"",""anj"",""nj "",""j e"","" ea"",""eas"",""ast"",""st "",""t d"","" de"",""del"",""elh"",""lhi"",""hi "",""i d"","" de"",""del"",""elh"",""lhi"",""hi$""]"	S2
S2-267844540	Kacey Pitec Desert Rush LLC	220 12TH ST, HAMILTON, OH	US	kacey pitec desert rush llc	220 12th st hamilton oh	us	"[""kacey"",""pitec"",""desert"",""rush"",""llc""]"	"[""220"",""12th"",""st"",""hamilton"",""oh""]"	"[""^ka"",""kac"",""ace"",""cey"",""ey "",""y p"","" pi"",""pit"",""ite"",""tec"",""ec "",""c d"","" de"",""des"",""ese"",""ser"",""ert"",""rt "",""t r"","" ru"",""rus"",""ush"",""sh "",""h l"","" ll"",""llc"",""lc$""]"	"[""^22"",""220"",""20 "",""0 1"","" 12"",""12t"",""2th"",""th "",""h s"","" st"",""st "",""t h"","" ha"",""ham"",""ami"",""mil"",""ilt"",""lto"",""ton"",""on "",""n o"","" oh"",""oh$""]"	S2
S2-267995790	SAVAGE AMERICAS  INC	11147 REISTERSTOWN RD, OWINGS MILLS, MD	US	savage americas incorporated	11147 reisterstown rd owings mills md	us	"[""savage"",""americas"",""incorporated""]"	"[""11147"",""reisterstown"",""rd"",""owings"",""mills"",""md""]"	"[""^sa"",""sav"",""ava"",""vag"",""age"",""ge "",""e a"","" am"",""ame"",""mer"",""eri"",""ric"",""ica"",""cas"",""as "",""s i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^11"",""111"",""114"",""147"",""47 "",""7 r"","" re"",""rei"",""eis"",""ist"",""ste"",""ter"",""ers"",""rst"",""sto"",""tow"",""own"",""wn "",""n r"","" rd"",""rd "",""d o"","" ow"",""owi"",""win"",""ing"",""ngs"",""gs "",""s m"","" mi"",""mil"",""ill"",""lls"",""ls "",""s m"","" md"",""md$""]"	S2
S2-26805339	ओम इन्वेस्टमेंट्स प्राइवेट लिमिटेड	403 CENTRAL TIN INDUSTRIAL ESTATE, BOMBAY, MUMBAI, महाराष्ट्र	India	ओम इन्वेस्टमेंट्स प्राइवेट लिमिटेड	403 central tin industrial estate bombay mumbai महाराष्ट्र	india	"[""ओम"",""इन्वेस्टमेंट्स"",""प्राइवेट"",""लिमिटेड""]"	"[""403"",""central"",""tin"",""industrial"",""estate"",""bombay"",""mumbai"",""महाराष्ट्र""]"	"[""^ओम"",""ओम "",""म इ"","" इन"",""इन्"",""न्व"",""्वे"",""वेस"",""ेस्"",""स्ट"",""्टम"",""टमे"",""में"",""ेंट"",""ंट्"",""ट्स"",""्स "",""स प"","" प्"",""प्र"",""्रा"",""राइ"",""ाइव"",""इवे"",""वेट"",""ेट "",""ट ल"","" लि"",""लिम"",""िमि"",""मिट"",""िटे"",""टेड"",""ेड$""]"	"[""^40"",""403"",""03 "",""3 c"","" ce"",""cen"",""ent"",""ntr"",""tra"",""ral"",""al "",""l t"","" ti"",""tin"",""in "",""n i"","" in"",""ind"",""ndu"",""dus"",""ust"",""str"",""tri"",""ria"",""ial"",""al "",""l e"","" es"",""est"",""sta"",""tat"",""ate"",""te "",""e b"","" bo"",""bom"",""omb"",""mba"",""bay"",""ay "",""y m"","" mu"",""mum"",""umb"",""mba"",""bai"",""ai "",""i म"","" मह"",""महा"",""हार"",""ारा"",""राष"",""ाष्"",""ष्ट"",""्ट्"",""ट्र"",""्र$""]"	S2
S2-268329963	Dermatology National	HANOVER, ME, 303 MAIN STREET	US	dermatology national	hanover me 303 main street	us	"[""dermatology"",""national""]"	"[""hanover"",""me"",""303"",""main"",""street""]"	"[""^de"",""der"",""erm"",""rma"",""mat"",""ato"",""tol"",""olo"",""log"",""ogy"",""gy "",""y n"","" na"",""nat"",""ati"",""tio"",""ion"",""ona"",""nal"",""al$""]"	"[""^ha"",""han"",""ano"",""nov"",""ove"",""ver"",""er "",""r m"","" me"",""me "",""e 3"","" 30"",""303"",""03 "",""3 m"","" ma"",""mai"",""ain"",""in "",""n s"","" st"",""str"",""tre"",""ree"",""eet"",""et$""]"	S2
S2-268413508	FU, EMMERT ÁND	1708 MOUNT HOOD STREET, THE DALLES, OR	US	fu emmert ánd	1708 mount hood street the dalles or	us	"[""fu"",""emmert"",""ánd""]"	"[""1708"",""mount"",""hood"",""street"",""the"",""dalles"",""or""]"	"[""^fu"",""fu "",""u e"","" em"",""emm"",""mme"",""mer"",""ert"",""rt "",""t á"","" án"",""ánd"",""nd$""]"	"[""^17"",""170"",""708"",""08 "",""8 m"","" mo"",""mou"",""oun"",""unt"",""nt "",""t h"","" ho"",""hoo"",""ood"",""od "",""d s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t t"","" th"",""the"",""he "",""e d"","" da"",""dal"",""all"",""lle"",""les"",""es "",""s o"","" or"",""or$""]"	S2
S2-268521296	Springs Stirdeo Private Limited	7/2 , NOVEL OFFICE CENTRE, ULSOOR ROAD, BANGALORE 42, BANGALORE NORTH, Karnataka	India	springs stirdeo private limited	7 2 novel office centre ulsoor road bangalore 42 bangalore north karnataka	india	"[""springs"",""stirdeo"",""private"",""limited""]"	"[""7"",""2"",""novel"",""office"",""centre"",""ulsoor"",""road"",""bangalore"",""42"",""bangalore"",""north"",""karnataka""]"	"[""^sp"",""spr"",""pri"",""rin"",""ing"",""ngs"",""gs "",""s s"","" st"",""sti"",""tir"",""ird"",""rde"",""deo"",""eo "",""o p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^7 "",""7 2"","" 2 "",""2 n"","" no"",""nov"",""ove"",""vel"",""el "",""l o"","" of"",""off"",""ffi"",""fic"",""ice"",""ce "",""e c"","" ce"",""cen"",""ent"",""ntr"",""tre"",""re "",""e u"","" ul"",""uls"",""lso"",""soo"",""oor"",""or "",""r r"","" ro"",""roa"",""oad"",""ad "",""d b"","" ba"",""ban"",""ang"",""nga"",""gal"",""alo"",""lor"",""ore"",""re "",""e 4"","" 42"",""42 "",""2 b"","" ba"",""ban"",""ang"",""nga"",""gal"",""alo"",""lor"",""ore"",""re "",""e n"","" no"",""nor"",""ort"",""rth"",""th "",""h k"","" ka"",""kar"",""arn"",""rna"",""nat"",""ata"",""tak"",""aka"",""ka$""]"	S2
S2-268765765	Industrial Security Índustries		US	industrial security índustries		us	"[""industrial"",""security"",""índustries""]"	[]	"[""^in"",""ind"",""ndu"",""dus"",""ust"",""str"",""tri"",""ria"",""ial"",""al "",""l s"","" se"",""sec"",""ecu"",""cur"",""uri"",""rit"",""ity"",""ty "",""y í"","" ín"",""índ"",""ndu"",""dus"",""ust"",""str"",""tri"",""rie"",""ies"",""es$""]"	[]	S2
S2-268865748	Fleming Ncr	6418 ROCKWELL BLVD, <NULL>, CHARLOTTE, NC	US	fleming ncr	6418 rockwell blvd null charlotte nc	us	"[""fleming"",""ncr""]"	"[""6418"",""rockwell"",""blvd"",""null"",""charlotte"",""nc""]"	"[""^fl"",""fle"",""lem"",""emi"",""min"",""ing"",""ng "",""g n"","" nc"",""ncr"",""cr$""]"	"[""^64"",""641"",""418"",""18 "",""8 r"","" ro"",""roc"",""ock"",""ckw"",""kwe"",""wel"",""ell"",""ll "",""l b"","" bl"",""blv"",""lvd"",""vd "",""d n"","" nu"",""nul"",""ull"",""ll "",""l c"","" ch"",""cha"",""har"",""arl"",""rlo"",""lot"",""ott"",""tte"",""te "",""e n"","" nc"",""nc$""]"	S2
S2-269005803	Big Tavern (Inc)	51 RIVERSIDE DR, MD, PASADENA	US	big tavern inc	51 riverside dr md pasadena	us	"[""big"",""tavern"",""inc""]"	"[""51"",""riverside"",""dr"",""md"",""pasadena""]"	"[""^bi"",""big"",""ig "",""g t"","" ta"",""tav"",""ave"",""ver"",""ern"",""rn "",""n i"","" in"",""inc"",""nc$""]"	"[""^51"",""51 "",""1 r"","" ri"",""riv"",""ive"",""ver"",""ers"",""rsi"",""sid"",""ide"",""de "",""e d"","" dr"",""dr "",""r m"","" md"",""md "",""d p"","" pa"",""pas"",""asa"",""sad"",""ade"",""den"",""ena"",""na$""]"	S2
S2-269075136	Creative Énergy [Alliance]	TX, FORNEY, 4116-4120 WALDRON TRAIL	US	creative énergy alliance	tx forney 4116 4120 waldron trail	us	"[""creative"",""énergy"",""alliance""]"	"[""tx"",""forney"",""4116"",""4120"",""waldron"",""trail""]"	"[""^cr"",""cre"",""rea"",""eat"",""ati"",""tiv"",""ive"",""ve "",""e é"","" én"",""éne"",""ner"",""erg"",""rgy"",""gy "",""y a"","" al"",""all"",""lli"",""lia"",""ian"",""anc"",""nce"",""ce$""]"	"[""^tx"",""tx "",""x f"","" fo"",""for"",""orn"",""rne"",""ney"",""ey "",""y 4"","" 41"",""411"",""116"",""16 "",""6 4"","" 41"",""412"",""120"",""20 "",""0 w"","" wa"",""wal"",""ald"",""ldr"",""dro"",""ron"",""on "",""n t"","" tr"",""tra"",""rai"",""ail"",""il$""]"	S2
S2-269224248	Ridge School of	21 Foxgrape Hollow, BEECH MOUNTAIN, NC	US	ridge school of	21 foxgrape hollow beech mountain nc	us	"[""ridge"",""school"",""of""]"	"[""21"",""foxgrape"",""hollow"",""beech"",""mountain"",""nc""]"	"[""^ri"",""rid"",""idg"",""dge"",""ge "",""e s"","" sc"",""sch"",""cho"",""hoo"",""ool"",""ol "",""l o"","" of"",""of$""]"	"[""^21"",""21 "",""1 f"","" fo"",""fox"",""oxg"",""xgr"",""gra"",""rap"",""ape"",""pe "",""e h"","" ho"",""hol"",""oll"",""llo"",""low"",""ow "",""w b"","" be"",""bee"",""eec"",""ech"",""ch "",""h m"","" mo"",""mou"",""oun"",""unt"",""nta"",""tai"",""ain"",""in "",""n n"","" nc"",""nc$""]"	S2
S2-269571804	Fulcher Ncr  Inc	POLK WAY, W. SAND AKE, NY	US	fulcher ncr incorporated	polk way w sand ake ny	us	"[""fulcher"",""ncr"",""incorporated""]"	"[""polk"",""way"",""w"",""sand"",""ake"",""ny""]"	"[""^fu"",""ful"",""ulc"",""lch"",""che"",""her"",""er "",""r n"","" nc"",""ncr"",""cr "",""r i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^po"",""pol"",""olk"",""lk "",""k w"","" wa"",""way"",""ay "",""y w"","" w "",""w s"","" sa"",""san"",""and"",""nd "",""d a"","" ak"",""ake"",""ke "",""e n"","" ny"",""ny$""]"	S2
S2-269803983	Zephwex	TIDEWATER LANE, RALEIGH, NC	US	zephwex	tidewater lane raleigh nc	us	"[""zephwex""]"	"[""tidewater"",""lane"",""raleigh"",""nc""]"	"[""^ze"",""zep"",""eph"",""phw"",""hwe"",""wex"",""ex$""]"	"[""^ti"",""tid"",""ide"",""dew"",""ewa"",""wat"",""ate"",""ter"",""er "",""r l"","" la"",""lan"",""ane"",""ne "",""e r"","" ra"",""ral"",""ale"",""lei"",""eig"",""igh"",""gh "",""h n"","" nc"",""nc$""]"	S2
S2-270196890	Signature  Harbor Lake LLC	FORT WORTH, 48 3ND STREET, TX	US	signature harbor lake llc	fort worth 48 3nd street tx	us	"[""signature"",""harbor"",""lake"",""llc""]"	"[""fort"",""worth"",""48"",""3nd"",""street"",""tx""]"	"[""^si"",""sig"",""ign"",""gna"",""nat"",""atu"",""tur"",""ure"",""re "",""e h"","" ha"",""har"",""arb"",""rbo"",""bor"",""or "",""r l"","" la"",""lak"",""ake"",""ke "",""e l"","" ll"",""llc"",""lc$""]"	"[""^fo"",""for"",""ort"",""rt "",""t w"","" wo"",""wor"",""ort"",""rth"",""th "",""h 4"","" 48"",""48 "",""8 3"","" 3n"",""3nd"",""nd "",""d s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t t"","" tx"",""tx$""]"	S2
S2-270377240	ग्रीन रियल टेक्नोलॉजीज प्राइवेट लिमिटेड	2/210, GOMTI NAGAR, LUCKNOW, Uttar Pradesh	India	ग्रीन रियल टेक्नोलॉजीज प्राइवेट लिमिटेड	2 210 gomti nagar lucknow uttar pradesh	india	"[""ग्रीन"",""रियल"",""टेक्नोलॉजीज"",""प्राइवेट"",""लिमिटेड""]"	"[""2"",""210"",""gomti"",""nagar"",""lucknow"",""uttar"",""pradesh""]"	"[""^ग्"",""ग्र"",""्री"",""रीन"",""ीन "",""न र"","" रि"",""रिय"",""ियल"",""यल "",""ल ट"","" टे"",""टेक"",""ेक्"",""क्न"",""्नो"",""नोल"",""ोलॉ"",""लॉज"",""ॉजी"",""जीज"",""ीज "",""ज प"","" प्"",""प्र"",""्रा"",""राइ"",""ाइव"",""इवे"",""वेट"",""ेट "",""ट ल"","" लि"",""लिम"",""िमि"",""मिट"",""िटे"",""टेड"",""ेड$""]"	"[""^2 "",""2 2"","" 21"",""210"",""10 "",""0 g"","" go"",""gom"",""omt"",""mti"",""ti "",""i n"","" na"",""nag"",""aga"",""gar"",""ar "",""r l"","" lu"",""luc"",""uck"",""ckn"",""kno"",""now"",""ow "",""w u"","" ut"",""utt"",""tta"",""tar"",""ar "",""r p"","" pr"",""pra"",""rad"",""ade"",""des"",""esh"",""sh$""]"	S2
S2-271449782	American Council Inc	1264 RIVER DRIVE, DEWEY CITY, AZ	US	american council incorporated	1264 river drive dewey city az	us	"[""american"",""council"",""incorporated""]"	"[""1264"",""river"",""drive"",""dewey"",""city"",""az""]"	"[""^am"",""ame"",""mer"",""eri"",""ric"",""ica"",""can"",""an "",""n c"","" co"",""cou"",""oun"",""unc"",""nci"",""cil"",""il "",""l i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^12"",""126"",""264"",""64 "",""4 r"","" ri"",""riv"",""ive"",""ver"",""er "",""r d"","" dr"",""dri"",""riv"",""ive"",""ve "",""e d"","" de"",""dew"",""ewe"",""wey"",""ey "",""y c"","" ci"",""cit"",""ity"",""ty "",""y a"","" az"",""az$""]"	S2
S2-271722806	RAJA & 5ONS COMPANY	C/O- MD. FARUK UDDIN, BAMUNMURA, BADU, BARASAT, BARASAT - I, West Bengal	India	raja and 5ons company	c o md faruk uddin bamunmura badu barasat barasat i west bengal	india	"[""raja"",""and"",""5ons"",""company""]"	"[""c"",""o"",""md"",""faruk"",""uddin"",""bamunmura"",""badu"",""barasat"",""barasat"",""i"",""west"",""bengal""]"	"[""^ra"",""raj"",""aja"",""ja "",""a a"","" an"",""and"",""nd "",""d 5"","" 5o"",""5on"",""ons"",""ns "",""s c"","" co"",""com"",""omp"",""mpa"",""pan"",""any"",""ny$""]"	"[""^c "",""c o"","" o "",""o m"","" md"",""md "",""d f"","" fa"",""far"",""aru"",""ruk"",""uk "",""k u"","" ud"",""udd"",""ddi"",""din"",""in "",""n b"","" ba"",""bam"",""amu"",""mun"",""unm"",""nmu"",""mur"",""ura"",""ra "",""a b"","" ba"",""bad"",""adu"",""du "",""u b"","" ba"",""bar"",""ara"",""ras"",""asa"",""sat"",""at "",""t b"","" ba"",""bar"",""ara"",""ras"",""asa"",""sat"",""at "",""t i"","" i "",""i w"","" we"",""wes"",""est"",""st "",""t b"","" be"",""ben"",""eng"",""nga"",""gal"",""al$""]"	S2
S2-272290151	राज ग्लोबल लिमिटेड	महाराष्ट्र, MUMBAI, MUMBAI CITY, 61 - A	India	राज ग्लोबल लिमिटेड	महाराष्ट्र mumbai mumbai city 61 a	india	"[""राज"",""ग्लोबल"",""लिमिटेड""]"	"[""महाराष्ट्र"",""mumbai"",""mumbai"",""city"",""61"",""a""]"	"[""^रा"",""राज"",""ाज "",""ज ग"","" ग्"",""ग्ल"",""्लो"",""लोब"",""ोबल"",""बल "",""ल ल"","" लि"",""लिम"",""िमि"",""मिट"",""िटे"",""टेड"",""ेड$""]"	"[""^मह"",""महा"",""हार"",""ारा"",""राष"",""ाष्"",""ष्ट"",""्ट्"",""ट्र"",""्र "",""र m"","" mu"",""mum"",""umb"",""mba"",""bai"",""ai "",""i m"","" mu"",""mum"",""umb"",""mba"",""bai"",""ai "",""i c"","" ci"",""cit"",""ity"",""ty "",""y 6"","" 61"",""61 "",""1 a"","" a$""]"	S2
S2-272770945	Orissa Gala Center Corporation	NO 10/11 K B C ROAD SOUTH DUMDUM FLAT NO 4AB, NORTH 24 PARAGANS, NULL, West Bengal	India	orissa gala center corporation	number 10 11 k b c road south dumdum flat number 4ab north 24 paragans null west bengal	india	"[""orissa"",""gala"",""center"",""corporation""]"	"[""number"",""10"",""11"",""k"",""b"",""c"",""road"",""south"",""dumdum"",""flat"",""number"",""4ab"",""north"",""24"",""paragans"",""null"",""west"",""bengal""]"	"[""^or"",""ori"",""ris"",""iss"",""ssa"",""sa "",""a g"","" ga"",""gal"",""ala"",""la "",""a c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er "",""r c"","" co"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ati"",""tio"",""ion"",""on$""]"	"[""^nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r 1"","" 10"",""10 "",""0 1"","" 11"",""11 "",""1 k"","" k "",""k b"","" b "",""b c"","" c "",""c r"","" ro"",""roa"",""oad"",""ad "",""d s"","" so"",""sou"",""out"",""uth"",""th "",""h d"","" du"",""dum"",""umd"",""mdu"",""dum"",""um "",""m f"","" fl"",""fla"",""lat"",""at "",""t n"","" nu"",""num"",""umb"",""mbe"",""ber"",""er "",""r 4"","" 4a"",""4ab"",""ab "",""b n"","" no"",""nor"",""ort"",""rth"",""th "",""h 2"","" 24"",""24 "",""4 p"","" pa"",""par"",""ara"",""rag"",""aga"",""gan"",""ans"",""ns "",""s n"","" nu"",""nul"",""ull"",""ll "",""l w"","" we"",""wes"",""est"",""st "",""t b"","" be"",""ben"",""eng"",""nga"",""gal"",""al$""]"	S2
S2-272873790	CLEAR CURHRENCSHARES INC	02629 HOLYOKE STREET, WICHITA, KS	US	clear curhrencshares incorporated	02629 holyoke street wichita ks	us	"[""clear"",""curhrencshares"",""incorporated""]"	"[""02629"",""holyoke"",""street"",""wichita"",""ks""]"	"[""^cl"",""cle"",""lea"",""ear"",""ar "",""r c"","" cu"",""cur"",""urh"",""rhr"",""hre"",""ren"",""enc"",""ncs"",""csh"",""sha"",""har"",""are"",""res"",""es "",""s i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^02"",""026"",""262"",""629"",""29 "",""9 h"","" ho"",""hol"",""oly"",""lyo"",""yok"",""oke"",""ke "",""e s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t w"","" wi"",""wic"",""ich"",""chi"",""hit"",""ita"",""ta "",""a k"","" ks"",""ks$""]"	S2
S2-273451963	Great LLC [Center]	607 2ND STREET, BLOOMINGTON, IN	US	great llc center	607 2nd street bloomington in	us	"[""great"",""llc"",""center""]"	"[""607"",""2nd"",""street"",""bloomington"",""in""]"	"[""^gr"",""gre"",""rea"",""eat"",""at "",""t l"","" ll"",""llc"",""lc "",""c c"","" ce"",""cen"",""ent"",""nte"",""ter"",""er$""]"	"[""^60"",""607"",""07 "",""7 2"","" 2n"",""2nd"",""nd "",""d s"","" st"",""str"",""tre"",""ree"",""eet"",""et "",""t b"","" bl"",""blo"",""loo"",""oom"",""omi"",""min"",""ing"",""ngt"",""gto"",""ton"",""on "",""n i"","" in"",""in$""]"	S2
S2-273505714	Clinic Dental LLC	NC, WENDELL, 881 STILL WILLOW LANE	US	clinic dental llc	nc wendell 881 still willow lane	us	"[""clinic"",""dental"",""llc""]"	"[""nc"",""wendell"",""881"",""still"",""willow"",""lane""]"	"[""^cl"",""cli"",""lin"",""ini"",""nic"",""ic "",""c d"","" de"",""den"",""ent"",""nta"",""tal"",""al "",""l l"","" ll"",""llc"",""lc$""]"	"[""^nc"",""nc "",""c w"","" we"",""wen"",""end"",""nde"",""del"",""ell"",""ll "",""l 8"","" 88"",""881"",""81 "",""1 s"","" st"",""sti"",""til"",""ill"",""ll "",""l w"","" wi"",""wil"",""ill"",""llo"",""low"",""ow "",""w l"","" la"",""lan"",""ane"",""ne$""]"	S2
S2-273794569	elite elite immunopharma	SAN JUAN AVE, FAIR OAKS, CA	US	elite elite immunopharma	san juan ave fair oaks ca	us	"[""elite"",""elite"",""immunopharma""]"	"[""san"",""juan"",""ave"",""fair"",""oaks"",""ca""]"	"[""^el"",""eli"",""lit"",""ite"",""te "",""e e"","" el"",""eli"",""lit"",""ite"",""te "",""e i"","" im"",""imm"",""mmu"",""mun"",""uno"",""nop"",""oph"",""pha"",""har"",""arm"",""rma"",""ma$""]"	"[""^sa"",""san"",""an "",""n j"","" ju"",""jua"",""uan"",""an "",""n a"","" av"",""ave"",""ve "",""e f"","" fa"",""fai"",""air"",""ir "",""r o"","" oa"",""oak"",""aks"",""ks "",""s c"","" ca"",""ca$""]"	S2
S2-273826204	Prosperous Farms-Private Limited	C/O PREM BOSS, MEGHWALO, KA VAS, DHANI BAZAR, BARMER, Rajasthan	India	prosperous farms private limited	c o prem boss meghwalo ka vas dhani bazar barmer rajasthan	india	"[""prosperous"",""farms"",""private"",""limited""]"	"[""c"",""o"",""prem"",""boss"",""meghwalo"",""ka"",""vas"",""dhani"",""bazar"",""barmer"",""rajasthan""]"	"[""^pr"",""pro"",""ros"",""osp"",""spe"",""per"",""ero"",""rou"",""ous"",""us "",""s f"","" fa"",""far"",""arm"",""rms"",""ms "",""s p"","" pr"",""pri"",""riv"",""iva"",""vat"",""ate"",""te "",""e l"","" li"",""lim"",""imi"",""mit"",""ite"",""ted"",""ed$""]"	"[""^c "",""c o"","" o "",""o p"","" pr"",""pre"",""rem"",""em "",""m b"","" bo"",""bos"",""oss"",""ss "",""s m"","" me"",""meg"",""egh"",""ghw"",""hwa"",""wal"",""alo"",""lo "",""o k"","" ka"",""ka "",""a v"","" va"",""vas"",""as "",""s d"","" dh"",""dha"",""han"",""ani"",""ni "",""i b"","" ba"",""baz"",""aza"",""zar"",""ar "",""r b"","" ba"",""bar"",""arm"",""rme"",""mer"",""er "",""r r"","" ra"",""raj"",""aja"",""jas"",""ast"",""sth"",""tha"",""han"",""an$""]"	S2
S2-273826442	Saria Therapeutics Incorporated	3538 Cherrystone Rd, CHERITON, VA	US	saria therapeutics incorporated	3538 cherrystone rd cheriton va	us	"[""saria"",""therapeutics"",""incorporated""]"	"[""3538"",""cherrystone"",""rd"",""cheriton"",""va""]"	"[""^sa"",""sar"",""ari"",""ria"",""ia "",""a t"","" th"",""the"",""her"",""era"",""rap"",""ape"",""peu"",""eut"",""uti"",""tic"",""ics"",""cs "",""s i"","" in"",""inc"",""nco"",""cor"",""orp"",""rpo"",""por"",""ora"",""rat"",""ate"",""ted"",""ed$""]"	"[""^35"",""353"",""538"",""38 "",""8 c"","" ch"",""che"",""her"",""err"",""rry"",""rys"",""yst"",""sto"",""ton"",""one"",""ne "",""e r"","" rd"",""rd "",""d c"","" ch"",""che"",""her"",""eri"",""rit"",""ito"",""ton"",""on "",""n v"","" va"",""va$""]"	S2
S2-273868272	Foot & Ankle Partners Services	6070 MOORES MILL ROAD, HUNTSVILLE, AL	US	foot and ankle partners services	6070 moores mill road huntsville al	us	"[""foot"",""and"",""ankle"",""partners"",""services""]"	"[""6070"",""moores"",""mill"",""road"",""huntsville"",""al""]"	"[""^fo"",""foo"",""oot"",""ot "",""t a"","" an"",""and"",""nd "",""d a"","" an"",""ank"",""nkl"",""kle"",""le "",""e p"","" pa"",""par"",""art"",""rtn"",""tne"",""ner"",""ers"",""rs "",""s s"","" se"",""ser"",""erv"",""rvi"",""vic"",""ice"",""ces"",""es$""]"	"[""^60"",""607"",""070"",""70 "",""0 m"","" mo"",""moo"",""oor"",""ore"",""res"",""es "",""s m"","" mi"",""mil"",""ill"",""ll "",""l r"","" ro"",""roa"",""oad"",""ad "",""d h"","" hu"",""hun"",""unt"",""nts"",""tsv"",""svi"",""vil"",""ill"",""lle"",""le "",""e a"","" al"",""al$""]"	S2
